"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jul 30 17:33:40 JST 2024","Tue Jul 30 17:39:19 JST 2024","338841","","02 iOS create spec:","","02 iOS create spec:","[iOS][出品_0008]出品中商品を再編集出品できる @iOS_create_0008","[iOS][出品_0008]出品中商品を再編集出品できる @iOS_create_0008",""
"passed","Tue Jul 30 13:50:00 JST 2024","Tue Jul 30 13:53:57 JST 2024","237105","","05 iOS purchase spec:","","05 iOS purchase spec:","[iOS][purchase_010]「すべてラクマポイント」で購入できる @iOS_purchase_010","[iOS][purchase_010]「すべてラクマポイント」で購入できる @iOS_purchase_010",""
"passed","Mon Jul 29 19:11:31 JST 2024","Mon Jul 29 19:12:31 JST 2024","59666","","03 iOS search spec:","","03 iOS search spec:","[ios][サーチ_0004]除外キーワードで除外商品がサーチできない @iOS_search_004","[ios][サーチ_0004]除外キーワードで除外商品がサーチできない @iOS_search_004",""
"passed","Tue Jul 30 10:35:20 JST 2024","Tue Jul 30 10:37:16 JST 2024","116229","","01 Android login spec:","","01 Android login spec:","[Android][ログイン_0001]2FAがONを設定する場合、未認証な会員が楽天IDでログインすれば、2FA認証必要しない @Android_login_0001","[Android][ログイン_0001]2FAがONを設定する場合、未認証な会員が楽天IDでログインすれば、2FA認証必要しない @Android_login_0001",""
"passed","Mon Jul 29 19:29:49 JST 2024","Mon Jul 29 19:33:26 JST 2024","216249","","05 Android purchase spec @P005:","","05 Android purchase spec @P005:","「ATM」で購入できる @Android_purchase_006","「ATM」で購入できる @Android_purchase_006",""
"passed","Tue Jul 30 12:46:34 JST 2024","Tue Jul 30 12:52:12 JST 2024","337651","","06 iOS delivery spec:","","06 iOS delivery spec:","[ios][配送_0004][配送]出品者負担（普通郵便）で発送できる @iOS_delivery_004","[ios][配送_0004][配送]出品者負担（普通郵便）で発送できる @iOS_delivery_004",""
"passed","Mon Jul 29 19:36:56 JST 2024","Mon Jul 29 19:40:54 JST 2024","238285","","05 Android purchase spec @P005:","","05 Android purchase spec @P005:","「すべて楽天ポイント」で購入できる @Android_purchase_009","「すべて楽天ポイント」で購入できる @Android_purchase_009",""
"passed","Mon Jul 29 14:29:22 JST 2024","Mon Jul 29 14:30:35 JST 2024","73338","","03 Android Search spec @P003:","","03 Android Search spec @P003:","[Android][サーチ_0002]キーワード検索で商品のカテゴリサーチができる @Android_サーチ_0002","[Android][サーチ_0002]キーワード検索で商品のカテゴリサーチができる @Android_サーチ_0002",""
"passed","Mon Jul 29 14:33:17 JST 2024","Mon Jul 29 14:35:39 JST 2024","141632","","03 Android Search spec @P003:","","03 Android Search spec @P003:","[Android][サーチ_0006]詳細検索で縦積商品がサーチできる @Android_サーチ_0006","[Android][サーチ_0006]詳細検索で縦積商品がサーチできる @Android_サーチ_0006",""
"passed","Mon Jul 29 14:32:11 JST 2024","Mon Jul 29 14:33:17 JST 2024","66507","","03 Android Search spec @P003:","","03 Android Search spec @P003:","[Android][サーチ_0005]詳細検索で普通商品がサーチできる @Android_サーチ_0005","[Android][サーチ_0005]詳細検索で普通商品がサーチできる @Android_サーチ_0005",""
"passed","Mon Jul 29 10:16:54 JST 2024","Mon Jul 29 10:18:25 JST 2024","91538","","02 Android create spec @P002:","","02 Android create spec @P002:","[Android][出品_0006]出品前下書商品を削除できる @Android_create_0006","[Android][出品_0006]出品前下書商品を削除できる @Android_create_0006",""
"passed","Tue Jul 30 13:32:09 JST 2024","Tue Jul 30 13:37:57 JST 2024","348098","","05 iOS purchase spec:","","05 iOS purchase spec:","[iOS][purchase_005]「FamiPay＋一部楽天ポイント優先＋ラクマポイント＋coupon」で購入できる @iOS_purchase_005","[iOS][purchase_005]「FamiPay＋一部楽天ポイント優先＋ラクマポイント＋coupon」で購入できる @iOS_purchase_005",""
"passed","Tue Jul 30 17:15:11 JST 2024","Tue Jul 30 17:27:00 JST 2024","709832","","04 iOS itemDetail spec:","","04 iOS itemDetail spec:","[iOS][item_detail_0002]普通商品が購入申請場合、item_detail画面の表示を確認する @iOS_item_detail_002","[iOS][item_detail_0002]普通商品が購入申請場合、item_detail画面の表示を確認する @iOS_item_detail_002",""
"passed","Mon Jul 29 19:12:32 JST 2024","Mon Jul 29 19:14:51 JST 2024","139166","","03 iOS search spec:","","03 iOS search spec:","[ios][サーチ_0005]詳細検索で普通商品がサーチできる @iOS_search_005","[ios][サーチ_0005]詳細検索で普通商品がサーチできる @iOS_search_005",""
"passed","Mon Jul 29 14:30:35 JST 2024","Mon Jul 29 14:31:36 JST 2024","60711","","03 Android Search spec @P003:","","03 Android Search spec @P003:","[Android][サーチ_0003]キーワード検索で商品のブランドがサーチできる @Android_サーチ_0003","[Android][サーチ_0003]キーワード検索で商品のブランドがサーチできる @Android_サーチ_0003",""
"passed","Mon Jul 29 18:12:24 JST 2024","Mon Jul 29 18:17:33 JST 2024","309239","","02 iOS create spec:","","02 iOS create spec:","[iOS][出品_0002]出品前下書商品は出品できる @iOS_create_0002","[iOS][出品_0002]出品前下書商品は出品できる @iOS_create_0002",""
"passed","Mon Jul 29 14:28:20 JST 2024","Mon Jul 29 14:29:21 JST 2024","61386","","03 Android Search spec @P003:","","03 Android Search spec @P003:","[Android][サーチ_0001]キーワード検索で商品名（あるいは説明文）がサーチできる @Android_サーチ_0001","[Android][サーチ_0001]キーワード検索で商品名（あるいは説明文）がサーチできる @Android_サーチ_0001",""
"passed","Mon Jul 29 19:40:54 JST 2024","Mon Jul 29 19:44:04 JST 2024","189364","","05 Android purchase spec @P005:","","05 Android purchase spec @P005:","「すべてラクマポイント」で購入できる @Android_purchase_010","「すべてラクマポイント」で購入できる @Android_purchase_010",""
"passed","Wed Jul 31 09:35:02 JST 2024","Wed Jul 31 09:36:52 JST 2024","110153","","08 ios mypage spec:","","08 ios mypage spec:","[iOS][mypage_007]事業者ユーザーは口座を登録できない @iOS_myPage_0007","[iOS][mypage_007]事業者ユーザーは口座を登録できない @iOS_myPage_0007",""
"passed","Tue Jul 30 13:43:42 JST 2024","Tue Jul 30 13:45:55 JST 2024","133601","","05 iOS purchase spec:","","05 iOS purchase spec:","[iOS][purchase_008]「d払い」で購入できる @iOS_purchase_008","[iOS][purchase_008]「d払い」で購入できる @iOS_purchase_008",""
"passed","Tue Jul 30 14:04:45 JST 2024","Tue Jul 30 14:07:48 JST 2024","182569","","05 iOS purchase spec:","","05 iOS purchase spec:","[iOS][purchase_014]縦積み商品を支払失敗し、再支払して、Slackを確認する @iOS_purchase_014","[iOS][purchase_014]縦積み商品を支払失敗し、再支払して、Slackを確認する @iOS_purchase_014",""
"passed","Mon Jul 29 17:48:22 JST 2024","Mon Jul 29 17:54:17 JST 2024","354078","","04 Android itemDetail Tests spec @P004:","","04 Android itemDetail Tests spec @P004:","[Android][商品詳細_0002]普通商品が購入申請場合、商品詳細画面の表示を確認する @Android_商品詳細_P0002","[Android][商品詳細_0002]普通商品が購入申請場合、商品詳細画面の表示を確認する @Android_商品詳細_P0002",""
"passed","Mon Jul 29 10:07:27 JST 2024","Mon Jul 29 10:10:33 JST 2024","186010","","02 Android create spec @P002:","","02 Android create spec @P002:","[Android][出品_0002]出品前下書商品は出品できる @Android_create_0002","[Android][出品_0002]出品前下書商品は出品できる @Android_create_0002",""
"passed","Mon Jul 29 19:20:32 JST 2024","Mon Jul 29 19:23:01 JST 2024","148348","","05 Android purchase spec @P005:","","05 Android purchase spec @P005:","「LINEPay」で購入できる @Android_purchase_004","「LINEPay」で購入できる @Android_purchase_004",""
"passed","Mon Jul 29 10:14:46 JST 2024","Mon Jul 29 10:16:54 JST 2024","128028","","02 Android create spec @P002:","","02 Android create spec @P002:","[Android][出品_0005]出品していた商品を編集できる @Android_create_0005","[Android][出品_0005]出品していた商品を編集できる @Android_create_0005",""
"passed","Tue Jul 30 17:49:57 JST 2024","Tue Jul 30 18:02:52 JST 2024","774382","","05 Android purchase spec @P005:","","05 Android purchase spec @P005:","二人が商品を申請し、Sellerが一人を承認して、一人がキャッセルされる @Android_purchase_002","二人が商品を申請し、Sellerが一人を承認して、一人がキャッセルされる @Android_purchase_002",""
"passed","Mon Jul 29 18:07:09 JST 2024","Mon Jul 29 18:12:23 JST 2024","313280","","02 iOS create spec:","","02 iOS create spec:","[iOS][出品_0001]新規出品できる @iOS_create_0001","[iOS][出品_0001]新規出品できる @iOS_create_0001",""
"passed","Tue Jul 30 13:53:58 JST 2024","Tue Jul 30 13:57:57 JST 2024","239567","","05 iOS purchase spec:","","05 iOS purchase spec:","[iOS][purchase_011]振込まち場合、再支払できる @iOS_purchase_011","[iOS][purchase_011]振込まち場合、再支払できる @iOS_purchase_011",""
"passed","Mon Jul 29 10:10:33 JST 2024","Mon Jul 29 10:12:51 JST 2024","138106","","02 Android create spec @P002:","","02 Android create spec @P002:","[Android][出品_0003]出品していた商品は出品できる @Android_create_0003","[Android][出品_0003]出品していた商品は出品できる @Android_create_0003",""
"passed","Mon Jul 29 19:59:20 JST 2024","Mon Jul 29 20:06:48 JST 2024","447814","","06 Android delivery spec @P006:","","06 Android delivery spec @P006:","[Android][配送_0001]JPゆうパケットで発送できる @Android_発送_P0001","[Android][配送_0001]JPゆうパケットで発送できる @Android_発送_P0001",""
"passed","Mon Jul 29 18:17:34 JST 2024","Mon Jul 29 18:21:12 JST 2024","217554","","02 iOS create spec:","","02 iOS create spec:","[iOS][出品_0003]出品していた商品は出品できる @iOS_create_0003","[iOS][出品_0003]出品していた商品は出品できる @iOS_create_0003",""
"passed","Tue Jul 30 17:42:11 JST 2024","Tue Jul 30 17:53:48 JST 2024","696064","","05 iOS purchase spec:","","05 iOS purchase spec:","[iOS][purchase_001]一人が商品を申請し、Sellerを承認できる @iOS_purchase_001","[iOS][purchase_001]一人が商品を申請し、Sellerを承認できる @iOS_purchase_001",""
"passed","Tue Jul 30 14:51:31 JST 2024","Tue Jul 30 14:53:25 JST 2024","113553","","04 iOS itemDetail spec:","","04 iOS itemDetail spec:","[iOS][item_detail_0004]連携一点販売item_detail画面の表示を確認する @iOS_item_detail_004","[iOS][item_detail_0004]連携一点販売item_detail画面の表示を確認する @iOS_item_detail_004",""
"passed","Mon Jul 29 10:03:41 JST 2024","Mon Jul 29 10:07:27 JST 2024","226317","","02 Android create spec @P002:","","02 Android create spec @P002:","[Android][出品_0001]新規出品できる @Android_create_0001","[Android][出品_0001]新規出品できる @Android_create_0001",""
"passed","Mon Jul 29 22:18:32 JST 2024","Mon Jul 29 22:21:12 JST 2024","160135","","08 ios mypage spec:","","08 ios mypage spec:","[iOS][mypage_006]普通ユーザーはポイントを表示する、ボタンを押し遷移できる @iOS_myPage_0006","[iOS][mypage_006]普通ユーザーはポイントを表示する、ボタンを押し遷移できる @iOS_myPage_0006",""
"passed","Tue Jul 30 18:35:16 JST 2024","Tue Jul 30 18:47:19 JST 2024","723005","","07 ios review spec:","","07 ios review spec:","[ios][評価_0001][評価]購入者は受取評価できる、出品者は購入者を評価できる @iOS_review_001","[ios][評価_0001][評価]購入者は受取評価できる、出品者は購入者を評価できる @iOS_review_001",""
"passed","Mon Jul 29 18:06:02 JST 2024","Mon Jul 29 18:08:02 JST 2024","120543","","04 Android itemDetail Tests spec @P004:","","04 Android itemDetail Tests spec @P004:","[Android][商品詳細_0004]連携一点販売商品詳細画面の表示を確認する @Android_商品詳細_P0004","[Android][商品詳細_0004]連携一点販売商品詳細画面の表示を確認する @Android_商品詳細_P0004",""
"passed","Tue Jul 30 13:37:58 JST 2024","Tue Jul 30 13:41:27 JST 2024","208812","","05 iOS purchase spec:","","05 iOS purchase spec:","[iOS][purchase_006]「ATM」で購入できる @iOS_purchase_006","[iOS][purchase_006]「ATM」で購入できる @iOS_purchase_006",""
"passed","Tue Jul 30 13:07:24 JST 2024","Tue Jul 30 13:13:52 JST 2024","387762","","06 iOS delivery spec:","","06 iOS delivery spec:","[ios][配送_0007][配送]「「JP」から「未定」へ変更発送できる @iOS_delivery_007","[ios][配送_0007][配送]「「JP」から「未定」へ変更発送できる @iOS_delivery_007",""
"passed","Tue Jul 30 18:06:39 JST 2024","Tue Jul 30 18:10:31 JST 2024","231332","","08 Android mypage spec @P008:","","08 Android mypage spec @P008:","普通ユーザーはチャージできる @Android_myPage_0005","普通ユーザーはチャージできる @Android_myPage_0005",""
"passed","Mon Jul 29 17:55:40 JST 2024","Mon Jul 29 17:57:57 JST 2024","136707","","04 Android itemDetail Tests spec @P004:","","04 Android itemDetail Tests spec @P004:","[Android][商品詳細_0001]普通商品が出品中場合、商品詳細画面の表示を確認する @Android_商品詳細_P0001","[Android][商品詳細_0001]普通商品が出品中場合、商品詳細画面の表示を確認する @Android_商品詳細_P0001",""
"passed","Mon Jul 29 10:23:57 JST 2024","Mon Jul 29 10:27:05 JST 2024","187858","","02 Android create spec @P002:","","02 Android create spec @P002:","[Android][出品_0008]出品中商品を再編集出品できる @Android_create_0008","[Android][出品_0008]出品中商品を再編集出品できる @Android_create_0008",""
"passed","Tue Jul 30 13:57:58 JST 2024","Tue Jul 30 14:01:23 JST 2024","204874","","05 iOS purchase spec:","","05 iOS purchase spec:","[iOS][purchase_012]支払失敗場合、再支払できる @iOS_purchase_012","[iOS][purchase_012]支払失敗場合、再支払できる @iOS_purchase_012",""
"passed","Tue Jul 30 17:43:30 JST 2024","Tue Jul 30 17:45:35 JST 2024","125609","","08 Android mypage spec @P008:","","08 Android mypage spec @P008:","[mypage]事業者ユーザーは口座を登録できない @Android_myPage_0007","[mypage]事業者ユーザーは口座を登録できない @Android_myPage_0007",""
"passed","Mon Jul 29 18:27:02 JST 2024","Mon Jul 29 18:28:32 JST 2024","89620","","02 iOS create spec:","","02 iOS create spec:","[iOS][出品_0006]出品前下書商品を削除できる @iOS_create_0006","[iOS][出品_0006]出品前下書商品を削除できる @iOS_create_0006",""
"passed","Mon Jul 29 20:15:07 JST 2024","Mon Jul 29 20:19:51 JST 2024","283889","","06 Android delivery spec @P006:","","06 Android delivery spec @P006:","[Android][配送_0004][配送]出品者負担（普通郵便）で発送できる @Android_発送_P0004","[Android][配送_0004][配送]出品者負担（普通郵便）で発送できる @Android_発送_P0004",""
"passed","Mon Jul 29 20:06:48 JST 2024","Mon Jul 29 20:15:07 JST 2024","498583","","06 Android delivery spec @P006:","","06 Android delivery spec @P006:","[Android][配送_0003][配送]Yamatoで発送できる @Android_発送_P0003","[Android][配送_0003][配送]Yamatoで発送できる @Android_発送_P0003",""
"passed","Tue Jul 30 14:03:05 JST 2024","Tue Jul 30 14:04:44 JST 2024","99474","","05 iOS purchase spec:","","05 iOS purchase spec:","[iOS][purchase_013]一点販売商品を支払した後、Slackを確認する @iOS_purchase_013","[iOS][purchase_013]一点販売商品を支払した後、Slackを確認する @iOS_purchase_013",""
"passed","Mon Jul 29 21:04:04 JST 2024","Mon Jul 29 21:07:14 JST 2024","189584","","08 Android mypage spec @P008:","","08 Android mypage spec @P008:","[mypage]普通ユーザーは口座を変更できる、手動振込できる @Android_myPage_0004","[mypage]普通ユーザーは口座を変更できる、手動振込できる @Android_myPage_0004",""
"passed","Tue Jul 30 16:58:01 JST 2024","Tue Jul 30 17:09:45 JST 2024","704105","","04 iOS itemDetail spec:","","04 iOS itemDetail spec:","[iOS][item_detail_0006]連携縦積み商品（画面）詳細画面の表示を確認する @iOS_item_detail_006","[iOS][item_detail_0006]連携縦積み商品（画面）詳細画面の表示を確認する @iOS_item_detail_006",""
